ID,Term,Language_Type,Major1,Major2,Major3,Minors,Division1,years
356291,1189,A,RELI,,,HIST-MN,SBS,2018
339371,1189,A,ENGL,,,FILM-MN,HA,2018
355367,1189,A,PSYC,SISP,,,NSM,2018
356345,1189,A,ENGL,,,,HA,2018
339355,1189,A,MUSC,PSYC,,,HA,2018
335981,1189,A,CHEM,COMP,PHYS,,NSM,2018
355359,1189,A,ENGL,FGSS,,,HA,2018
339669,1189,A,FILM,GOVT,,,HA,2018
355297,1189,A,DANC,PSYC,,,HA,2018
355383,1189,A,AMST,FGSS,,,SBS,2018
356309,1189,A,FILM,,,,HA,2018
356544,1189,A,PSYC,,,AFST-MN,NSM,2018
361648,1189,A,AFAM,FILM,,,SBS,2018
334737,1189,A,BIOL,MATH,NS&B,,NSM,2018
335367,1189,A,PHYS,,,,NSM,2018
335795,1189,A,COMP,MATH,,,NSM,2018
335806,1189,A,PHYS,,,,NSM,2018
335848,1189,A,COMP,,,,NSM,2018
333658,1189,A,GOVT,,,,SBS,2018
355315,1189,A,GOVT,HIST,,,SBS,2018
355334,1189,A,ENGL,,,FILM-MN,HA,2018
355346,1189,A,ENGL,,,,HA,2018
355409,1189,A,AMST,ENGL,,,SBS,2018
356313,1189,A,,,,,"  .",2018
356463,1189,A,FILM,,,,HA,2018
339419,1189,A,ENGL,,,HIST-MN,HA,2018
339664,1189,A,PHIL,,,,SBS,2018
355296,1189,A,HIST,,,,SBS,2018
355356,1189,A,ECON,MATH,,,SBS,2018
356439,1189,A,MATH,,,,NSM,2018
356640,1189,A,HIST,,,,SBS,2018
356402,1189,A,NS&B,PSYC,THEA,,NSM,2018
339448,1189,A,ECON,,,,SBS,2018
339374,1189,A,PHIL,,,,SBS,2018
356601,1189,A,ENGL,HIST,,,HA,2018
339655,1189,A,GOVT,HIST,,,SBS,2018
333849,1189,A,PHIL,,,,SBS,2018
330873,1189,A,ECON,,,,SBS,2018
339783,1189,A,PSYC,,,,NSM,2018
356298,1189,A,FILM,THEA,,,HA,2018
339366,1189,A,FGSS,SOC,,EDST-MN,IDS,2018
339390,1189,A,PSYC,,,,NSM,2018
356466,1189,A,BIOL,,,,NSM,2018
356530,1189,A,FGSS,PSYC,,,IDS,2018
356541,1189,A,ECON,GOVT,,DATA-MN,SBS,2018
339527,1189,A,AMST,ENGL,,FILM-MN,SBS,2018
356497,1189,A,E&ES,ENGL,,,NSM,2018
335360,1189,A,HIST,PSYC,,MDST-MN,SBS,2018
339407,1189,A,ECON,PSYC,,,SBS,2018
356307,1189,A,ECON,GOVT,,,SBS,2018
356922,1189,A,PSYC,,,,NSM,2018
339480,1189,A,COMP,,,,NSM,2018
356312,1189,A,ENGL,THEA,,,HA,2018
356318,1189,A,AFAM,,,,SBS,2018
356451,1189,A,ECON,,,,SBS,2018
335353,1189,A,COMP,PHYS,,,NSM,2018
356501,1189,A,CEAS,GOVT,,,IDS,2018
339616,1189,A,GOVT,,,,SBS,2018
339832,1189,A,ECON,,,,SBS,2018
361536,1189,A,ENGL,,,,HA,2018
335350,1189,A,MATH,,,CEAS-MN,NSM,2018
356366,1189,A,GOVT,MUSC,,,SBS,2018
339770,1189,A,SISP,,,FILM-MN,IDS,2018
339403,1189,A,PSYC,SISP,,,NSM,2018
339831,1189,A,SISP,,,,IDS,2018
356619,1189,A,BIOL,SISP,,,NSM,2018
356795,1189,A,SISP,,,,IDS,2018
339663,1189,A,AMST,,,DATA-MN,SBS,2018
355418,1189,A,GOVT,HIST,,,SBS,2018
356321,1189,A,UNIV,,,,IDS,2018
356660,1189,A,COMP,,,,NSM,2018
339551,1189,A,ARST,SOC,,IDEA-MN,HA,2018
339524,1189,B,COMP,,,DATA-MN,NSM,2018
339435,1189,B,GOVT,,,,SBS,2018
339535,1189,B,GOVT,,,CEAS-MN,SBS,2018
339766,1189,B,AFAM,,,,SBS,2018
356342,1189,B,HIST,,,RELI-MN,SBS,2018
356369,1189,B,CSS,,,,SBS,2018
356407,1189,B,SOC,,,DATA-MN,SBS,2018
356413,1189,B,SOC,,,EDST-MN,SBS,2018
356622,1189,B,AMST,,,,SBS,2018
356642,1189,B,AMST,GOVT,,,SBS,2018
356677,1189,B,CSS,,,,SBS,2018
339758,1189,B,AFAM,GOVT,,,SBS,2018
356285,1189,B,ECON,FILM,,,SBS,2018
355328,1189,B,ANTH,,,DATA-MN,SBS,2018
356292,1189,B,ANTH,,,,SBS,2018
356510,1189,B,SOC,,,,SBS,2018
356520,1189,B,ANTH,,,,SBS,2018
356618,1189,B,CCIV,THEA,,,IDS,2018
356942,1189,B,ARST,,,,HA,2018
339362,1189,B,PSYC,,,,NSM,2018
339396,1189,B,ARHA,,,,HA,2018
339406,1189,B,ENGL,,,,HA,2018
339422,1189,B,PSYC,SISP,,,NSM,2018
339424,1189,B,PSYC,,,IDEA-MN,NSM,2018
339436,1189,B,SOC,,,,SBS,2018
339457,1189,B,GOVT,SOC,,,SBS,2018
339615,1189,B,PSYC,,,DATA-MN,NSM,2018
339637,1189,B,AFAM,,,,SBS,2018
339672,1189,B,PHIL,,,,SBS,2018
339784,1189,B,NS&B,,,,NSM,2018
355361,1189,B,PSYC,,,,NSM,2018
355384,1189,B,AMST,PSYC,,,SBS,2018
356337,1189,B,ECON,GOVT,,,SBS,2018
356347,1189,B,ARHA,,,,HA,2018
356423,1189,B,,,,,"  .",2018
356424,1189,B,NS&B,SISP,,,NSM,2018
356488,1189,B,FILM,,,,HA,2018
356493,1189,B,PSYC,,,,NSM,2018
356523,1189,B,GOVT,PSYC,,EDST-MN,SBS,2018
356547,1189,B,PSYC,,,,NSM,2018
356570,1189,B,ARHA,,,,HA,2018
356689,1189,B,NS&B,SISP,,,NSM,2018
356586,1189,B,THEA,,,CEAS-MN,HA,2018
356650,1189,B,CHEM,ENVS,,,NSM,2018
335803,1189,B,MATH,,,,NSM,2018
355344,1189,B,ENGL,,,HIST-MN,HA,2018
339674,1189,B,ANTH,SOC,,,SBS,2018
355302,1189,B,GOVT,HIST,,,SBS,2018
356359,1189,B,PHYS,,,,NSM,2018
356694,1189,B,PSYC,,,,NSM,2018
356465,1189,B,GOVT,PSYC,,,SBS,2018
356415,1189,B,FILM,PSYC,,,HA,2018
339372,1189,B,ENGL,,,,HA,2018
355398,1189,B,SOC,,,DATA-MN,SBS,2018
339387,1189,B,BIOL,,,,NSM,2018
339437,1189,B,,,,,"  .",2018
339482,1189,B,GOVT,SOC,,EDST-MN,SBS,2018
339493,1189,B,ECON,,,,SBS,2018
339656,1189,B,PSYC,,,EDST-MN,NSM,2018
339789,1189,B,RELI,,,ARHA-MN,SBS,2018
356371,1189,B,ENGL,HIST,,,HA,2018
356406,1189,B,GOVT,,,CEAS-MN,SBS,2018
356605,1189,B,CSS,,,,SBS,2018
361628,1189,B,ENVS,PSYC,,,NSM,2018
339465,1189,C,CEAS,,,,IDS,2018
356602,1189,C,GOVT,,,,SBS,2018
356600,1189,C,CSS,ENVS,,,SBS,2018
339346,1189,C,FRST,GOVT,,,HA,2018
339479,1189,C,BIOL,FRST,,,NSM,2018
355354,1189,C,CSS,,,,SBS,2018
339477,1189,C,CEAS,,,FILM-MN,IDS,2018
355403,1189,C,ARST,SOC,,,HA,2018
318920,1189,C,ECON,,,CEAS-MN,SBS,2018
355349,1189,C,CEAS,,,,IDS,2018
356480,1189,C,CEAS,ENGL,,,IDS,2018
356300,1189,D,ANTH,,,,SBS,2018
356638,1189,D,ECON,GOVT,,,SBS,2018
335870,1189,D,AMST,,,CEAS-MN,SBS,2018
339351,1189,D,ANTH,PSYC,,,SBS,2018
356504,1189,D,GOVT,LAST,,,SBS,2018
356538,1189,D,HISP,SOC,,,IDS,2018
335488,1189,D,COMP,,,,NSM,2018
339369,1189,D,NS&B,,,,NSM,2018
339589,1189,D,CHEM,,,,NSM,2018
339638,1189,D,NS&B,,,,NSM,2018
340591,1189,D,ITST,NS&B,,,IDS,2018
355379,1189,D,ITST,,,,IDS,2018
356282,1189,D,CSS,ITST,,,SBS,2018
356308,1189,D,ARHA,ITST,,,HA,2018
356319,1189,D,ITST,PSYC,,,IDS,2018
356587,1189,D,ENGL,ITST,,,HA,2018
356668,1189,D,AFAM,ITST,,,SBS,2018
361446,1189,D,CSS,,,,SBS,2018
356470,1189,D,ANTH,FILM,,,SBS,2018
356633,1189,D,CHEM,HISP,,,NSM,2018
335133,1189,D,CEAS,PSYC,,,IDS,2018
356648,1189,D,CEAS,CSS,,,IDS,2018
356560,1189,D,PSYC,,,IDEA-MN,NSM,2018
333636,1189,D,ECON,GOVT,,,SBS,2018
336219,1189,D,BIOL,HISP,NS&B,,NSM,2018
339352,1189,D,GOVT,PSYC,,,SBS,2018
339388,1189,D,HIST,,,,SBS,2018
339395,1189,D,ECON,HISP,,,SBS,2018
339404,1189,D,ENGL,HISP,,,HA,2018
339621,1189,D,NS&B,,,,NSM,2018
355329,1189,D,ENGL,HISP,,,HA,2018
355365,1189,D,HISP,,,,IDS,2018
356295,1189,D,GOVT,HISP,,,SBS,2018
356305,1189,D,HIST,,,,SBS,2018
356325,1189,D,ARHA,HISP,,,HA,2018
356376,1189,D,ECON,HISP,,,SBS,2018
356404,1189,D,GOVT,MATH,,FILM-MN,SBS,2018
356543,1189,D,HISP,PSYC,,FILM-MN,IDS,2018
356564,1189,D,CSS,HISP,,,SBS,2018
356572,1189,D,ECON,GOVT,,,SBS,2018
356611,1189,D,ENGL,,,EDST-MN,HA,2018
356663,1189,D,ECON,HISP,LAST,,SBS,2018
356719,1189,D,GOVT,HISP,,,SBS,2018
303226,1189,D,CCIV,FRST,,,IDS,2018
330588,1189,D,ECON,FRST,,,SBS,2018
339347,1189,D,ECON,FRST,,,SBS,2018
339381,1189,D,COMP,ECON,,,NSM,2018
339476,1189,D,ECON,HIST,,,SBS,2018
339661,1189,D,FRST,PSYC,,EDST-MN,HA,2018
339676,1189,D,ARST,SOC,,ARHA-MN,HA,2018
355342,1189,D,ENGL,FRST,GOVT,,HA,2018
355394,1189,D,AMST,FGSS,,,SBS,2018
355419,1189,D,ENGL,FRST,THEA,,HA,2018
356332,1189,D,ENGL,PSYC,,EDST-MN,HA,2018
356338,1189,D,COMP,MATH,,,NSM,2018
356367,1189,D,ARHA,FRST,,,HA,2018
356429,1189,D,ENGL,PHIL,,,HA,2018
356433,1189,D,FRST,HIST,,,HA,2018
356456,1189,D,FRST,SOC,,,HA,2018
356531,1189,D,ENGL,SOC,,,HA,2018
356553,1189,D,FRST,HIST,,,HA,2018
356606,1189,D,CSS,GOVT,,,SBS,2018
356616,1189,D,FRST,NS&B,,,HA,2018
356617,1189,D,FRST,,,,HA,2018
356653,1189,D,ENGL,,,,HA,2018
339413,1189,D,GOVT,REES,,HIST-MN,SBS,2018
339458,1189,D,SOC,,,DATA-MN,SBS,2018
355305,1191,A,PSYC,,,EDST-MN,NSM,2019
356351,1191,A,ENGL,,,,HA,2019
356484,1191,A,HIST,THEA,,,SBS,2019
339414,1191,A,COMP,MATH,,,NSM,2019
335981,1191,A,CHEM,COMP,PHYS,,NSM,2019
339405,1191,A,FILM,,,AFAM-MN,HA,2019
339555,1191,A,AFAM,,,,SBS,2019
339668,1191,A,AFAM,ENGL,,,SBS,2019
334737,1191,A,BIOL,MATH,NS&B,,NSM,2019
335367,1191,A,PHYS,,,,NSM,2019
335795,1191,A,COMP,MATH,,,NSM,2019
335806,1191,A,PHYS,,,,NSM,2019
335848,1191,A,COMP,,,,NSM,2019
339657,1191,A,COMP,MATH,,,NSM,2019
339643,1191,A,COMP,GOVT,,ECON-MN,NSM,2019
356313,1191,A,FILM,,,,HA,2019
339658,1191,A,CHEM,CIS,,,NSM,2019
356317,1191,A,GOVT,,,,SBS,2019
356439,1191,A,MATH,,,,NSM,2019
332560,1191,A,PHYS,,,,NSM,2019
355314,1191,A,E&ES,,,IDEA-MN,NSM,2019
356401,1191,A,E&ES,ENVS,,,NSM,2019
356588,1191,A,ARST,,,ARHA-MN,HA,2019
339374,1191,A,PHIL,,,,SBS,2019
356601,1191,A,ENGL,HIST,,,HA,2019
339655,1191,A,GOVT,HIST,,,SBS,2019
356580,1191,A,ECON,ENGL,,DATA-MN,SBS,2019
333849,1191,A,PHIL,,,CEAS-MN,SBS,2019
339364,1191,A,ENGL,,,EDST-MN,HA,2019
339411,1191,A,GOVT,SOC,,,SBS,2019
339545,1191,A,NS&B,,,ARHA-MN,NSM,2019
355316,1191,A,FILM,,,,HA,2019
356541,1191,A,ECON,GOVT,,DATA-MN,SBS,2019
339527,1191,A,AMST,ENGL,,FILM-MN,SBS,2019
339666,1191,A,ECON,HIST,,,SBS,2019
356535,1191,A,ECON,PSYC,,EDST-MN,SBS,2019
355353,1191,A,GOVT,UNIV,,,SBS,2019
356318,1191,A,AFAM,,,,SBS,2019
362329,1191,A,CCIV,COL,,,IDS,2019
335353,1191,A,COMP,PHYS,,,NSM,2019
356496,1191,A,CEAS,GOVT,,,IDS,2019
339679,1191,A,CEAS,,,,IDS,2019
339376,1191,A,CEAS,HIST,,,IDS,2019
361699,1191,A,CEAS,GOVT,,,IDS,2019
355359,1191,A,ENGL,FGSS,,CEAS-MN,HA,2019
356366,1191,A,GOVT,MUSC,,,SBS,2019
355386,1191,A,COMP,,,DATA-MN,NSM,2019
356522,1191,A,E&ES,SISP,,,NSM,2019
356462,1191,A,SISP,,,,IDS,2019
339415,1191,A,GOVT,,,,SBS,2019
355319,1191,A,AFAM,PSYC,,,SBS,2019
356551,1191,A,COMP,,,,NSM,2019
361594,1191,A,MUSC,,,,HA,2019
356482,1191,B,COMP,MATH,,,NSM,2019
356796,1191,B,COMP,MATH,,,NSM,2019
355337,1191,B,HIST,,,,SBS,2019
355393,1191,B,ECON,PSYC,,,SBS,2019
356458,1191,B,AMST,ENGL,,,SBS,2019
356516,1191,B,GOVT,,,,SBS,2019
355546,1191,B,ARST,HIST,,ARHA-MN,HA,2019
356478,1191,B,GOVT,HIST,,,SBS,2019
356368,1191,B,NS&B,PSYC,SISP,,NSM,2019
339360,1191,B,PSYC,,,EDST-MN,NSM,2019
339650,1191,B,ANTH,PSYC,,DATA-MN,SBS,2019
356519,1191,B,ANTH,,,,SBS,2019
356628,1191,B,RELI,,,HIST-MN,SBS,2019
356942,1191,B,ARST,,,,HA,2019
339434,1191,B,BIOL,,,DATA-MN,NSM,2019
339441,1191,B,BIOL,NS&B,,,NSM,2019
339620,1191,B,BIOL,,,,NSM,2019
356310,1191,B,PSYC,,,,NSM,2019
356324,1191,B,FGSS,NS&B,,,IDS,2019
356327,1191,B,GOVT,MB&B,,,SBS,2019
356623,1191,B,ECON,PSYC,,,SBS,2019
355293,1191,B,E&ES,,,IDEA-MN,NSM,2019
339629,1191,B,SOC,,,,SBS,2019
356460,1191,B,SOC,,,DANC-MN,SBS,2019
333845,1191,B,PSYC,SISP,,,NSM,2019
356483,1191,B,PSYC,,,,NSM,2019
356585,1191,B,ECON,,,FILM-MN,SBS,2019
356687,1191,B,ECON,ENVS,MATH,,SBS,2019
361583,1191,B,ENGL,SOC,,,HA,2019
335799,1191,B,GOVT,,,EDST-MN,SBS,2019
339367,1191,B,ECON,PSYC,,,SBS,2019
339608,1191,B,ECON,GOVT,,DATA-MN,SBS,2019
356632,1191,B,HIST,,,ECON-MN,SBS,2019
355398,1191,B,SOC,,,DATA-MN,SBS,2019
339465,1191,C,CEAS,,,,IDS,2019
361727,1191,C,COMP,HIST,,,NSM,2019
356330,1191,C,FRST,GOVT,,,HA,2019
356508,1191,C,FRST,RELI,,DATA-MN,HA,2019
356678,1191,C,ECON,GOVT,,CEAS-MN,SBS,2019
356559,1191,C,AMST,ENVS,,,SBS,2019
355404,1191,C,E&ES,ENVS,,,NSM,2019
336432,1191,C,CEAS,GOVT,,,IDS,2019
339612,1191,C,CEAS,,,,IDS,2019
355368,1191,C,CEAS,,,,IDS,2019
356301,1191,C,CEAS,PSYC,,,IDS,2019
356353,1191,C,CEAS,,,FRST-MN,IDS,2019
356499,1191,C,CEAS,GOVT,,,IDS,2019
356528,1191,C,CHEM,NS&B,,CEAS-MN,NSM,2019
356431,1191,D,AMST,,,,SBS,2019
339446,1191,D,ECON,LAST,,,SBS,2019
339421,1191,D,ENVS,HIST,,,NSM,2019
356438,1191,D,AFAM,,,,SBS,2019
356610,1191,D,GOVT,LAST,,,SBS,2019
339397,1191,D,ENGL,ITST,,,HA,2019
339486,1191,D,ITST,NS&B,,,IDS,2019
339785,1191,D,ITST,,,,IDS,2019
356548,1191,D,HIST,THEA,,,SBS,2019
361476,1191,D,PSYC,,,,NSM,2019
362179,1191,D,COL,,,,HA,2019
355345,1191,D,E&ES,HISP,,,NSM,2019
356373,1191,D,GOVT,HISP,,,SBS,2019
339451,1191,D,CEAS,,,HIST-MN,IDS,2019
333847,1191,D,GRST,MUSC,,,HA,2019
356442,1191,D,FGSS,PSYC,,GRST-MN,IDS,2019
356708,1191,D,GRST,,,,HA,2019
360037,1191,D,ANTH,FILM,,,SBS,2019
362064,1191,D,COL,MATH,,,HA,2019
356784,1191,D,ENVS,GOVT,,,NSM,2019
339353,1191,D,SISP,,,,IDS,2019
339433,1191,D,AMST,,,,SBS,2019
339517,1191,D,HISP,MB&B,,,IDS,2019
355390,1191,D,THEA,,,,HA,2019
356532,1191,D,HISP,LAST,,DATA-MN,IDS,2019
356590,1191,D,AMST,GOVT,,,SBS,2019
356591,1191,D,ECON,HISP,LAST,,SBS,2019
356651,1191,D,HISP,,,,IDS,2019
360105,1191,D,COL,MATH,,,HA,2019
361511,1191,D,ENGL,HISP,,,HA,2019
362630,1191,D,HISP,SOC,,,IDS,2019
339601,1191,D,FRST,,,,HA,2019
339762,1191,D,ARST,FRST,,,HA,2019
355413,1191,D,FRST,HIST,,CEAS-MN,HA,2019
356334,1191,D,FRST,PSYC,,,HA,2019
356433,1191,D,FRST,HIST,,,HA,2019
356612,1191,D,FRST,PSYC,,EDST-MN,HA,2019
356657,1191,D,ECON,FRST,,,SBS,2019
358729,1191,D,COL,FRST,,,HA,2019
358768,1191,D,COL,,,,HA,2019
361494,1191,D,FRST,GOVT,,,HA,2019
362160,1191,D,BIOL,FRST,,,NSM,2019
362223,1191,D,,,,,"  .",2019
362271,1191,D,COL,FRST,,,HA,2019
363318,1191,D,COL,FRST,,,HA,2019
356326,1199,A,AMST,,,,SBS,2019
358641,1199,A,AFAM,CSS,,,SBS,2019
358697,1199,A,ENGL,,,,HA,2019
358843,1199,A,PHYS,,,IDEA-MN,NSM,2019
360002,1199,A,ENGL,,,FILM-MN,HA,2019
362462,1199,A,CSS,ENVS,,,SBS,2019
362564,1199,A,ENGL,THEA,,,HA,2019
362570,1199,A,FILM,,,,HA,2019
355358,1199,A,FILM,PHYS,,,HA,2019
335981,1199,A,CHEM,COMP,MATH,,NSM,2019
356412,1199,A,GOVT,,,,SBS,2019
358657,1199,A,FGSS,,,,IDS,2019
358715,1199,A,FILM,PSYC,,DATA-MN,HA,2019
358771,1199,A,AFAM,FILM,,,SBS,2019
360003,1199,A,PSYC,,,,NSM,2019
360043,1199,A,PSYC,,,,NSM,2019
334737,1199,A,BIOL,MATH,NS&B,,NSM,2019
335367,1199,A,PHYS,,,,NSM,2019
335795,1199,A,MATH,,,,NSM,2019
335806,1199,A,PHYS,,,,NSM,2019
335848,1199,A,COMP,,,,NSM,2019
339474,1199,A,MATH,,,,NSM,2019
355313,1199,A,ECON,MATH,,CEAS-MN,SBS,2019
356428,1199,A,COMP,ECON,MATH,,NSM,2019
356441,1199,A,MATH,,,CEAS-MN,NSM,2019
358605,1199,A,GOVT,,,,SBS,2019
358796,1199,A,ECON,MATH,,DATA-MN,SBS,2019
358803,1199,A,ARST,ENGL,,,HA,2019
360009,1199,A,CSS,GOVT,,HIST-MN,SBS,2019
360034,1199,A,ENGL,,,,HA,2019
360093,1199,A,CSS,,,,SBS,2019
358708,1199,A,ECON,,,REES-MN,SBS,2019
358788,1199,A,COMP,,,DATA-MN,NSM,2019
362335,1199,A,ENGL,,,RELI-MN,HA,2019
362405,1199,A,AMST,GOVT,,,SBS,2019
362420,1199,A,COMP,PHYS,,,NSM,2019
362498,1199,A,ASTR,PHYS,,,NSM,2019
358811,1199,A,AMST,GOVT,,,SBS,2019
358823,1199,A,ECON,,,DATA-MN,SBS,2019
362173,1199,A,ANTH,,,IDEA-MN,SBS,2019
362386,1199,A,FGSS,,,,IDS,2019
362412,1199,A,UNIV,,,IDEA-MN,IDS,2019
358819,1199,A,ECON,,,,SBS,2019
362444,1199,A,BIOL,ENVS,,DATA-MN,NSM,2019
358604,1199,A,ECON,ENVS,,,SBS,2019
368280,1199,A,PSYC,,,RELI-MN,NSM,2019
360082,1199,A,CHEM,,,,NSM,2019
360027,1199,A,ECON,GOVT,,,SBS,2019
362088,1199,A,CSS,ECON,,,SBS,2019
362148,1199,A,CSS,,,,SBS,2019
362514,1199,A,CSS,ENVS,,DATA-MN,SBS,2019
362302,1199,A,PHIL,,,,SBS,2019
358592,1199,A,GOVT,PSYC,,EDST-MN,SBS,2019
358625,1199,A,ECON,,,HIST-MN,SBS,2019
358808,1199,A,ENGL,,,,HA,2019
358844,1199,A,ENVS,SOC,,,NSM,2019
358853,1199,A,ECON,PSYC,,EDST-MN,SBS,2019
360005,1199,A,ENGL,,,,HA,2019
362351,1199,A,AMST,,,,SBS,2019
362840,1199,A,COMP,,,IDEA-MN,NSM,2019
356410,1199,A,ECON,GOVT,,,SBS,2019
358794,1199,A,ENVS,GOVT,,,NSM,2019
362215,1199,A,ARHA,,,CEAS-MN,HA,2019
363021,1199,A,GOVT,,,,SBS,2019
362254,1199,A,HIST,,,,SBS,2019
362268,1199,A,ASTR,ENGL,PHYS,,NSM,2019
362588,1199,A,CSS,,,DATA-MN,SBS,2019
358821,1199,A,MATH,,,,NSM,2019
358647,1199,A,AMST,,,AFAM-MN,SBS,2019
358640,1199,A,COMP,THEA,,,NSM,2019
355319,1199,A,AFAM,PSYC,,,SBS,2019
356343,1199,A,ENGL,,,HIST-MN,HA,2019
360033,1199,A,AMST,SOC,,,SBS,2019
360090,1199,A,ANTH,THEA,,,SBS,2019
362365,1199,A,ENVS,GOVT,,,NSM,2019
358662,1199,A,ENGL,PSYC,SISP,,HA,2019
339831,1199,A,SISP,,,,IDS,2019
362069,1199,A,COMP,PSYC,,,NSM,2019
362115,1199,B,AMST,COMP,,,SBS,2019
362450,1199,B,COMP,,,,NSM,2019
339443,1199,B,FILM,,,HIST-MN,HA,2019
356362,1199,B,GOVT,REES,,DATA-MN,SBS,2019
358598,1199,B,SOC,,,,SBS,2019
358635,1199,B,CSS,,,,SBS,2019
362301,1199,B,ARHA,ENGL,,,HA,2019
362327,1199,B,FGSS,PSYC,,,IDS,2019
362683,1199,B,PSYC,,,DANC-MN,NSM,2019
360031,1199,B,ECON,HIST,,,SBS,2019
360040,1199,B,PSYC,,,CEAS-MN,NSM,2019
