ID,Term,Language_Type,Major1,Major2,Major3,Minors
358774,1201,D,GOVT,HISP,,ECON-MN
358790,1201,D,GOVT,HISP,,DATA-MN
360049,1201,D,ARHA,RMST,,
360061,1201,D,AMST,,,
360062,1201,D,SISP,,,
360096,1201,D,HISP,PSYC,,
360210,1201,D,CHEM,HISP,,
362191,1201,D,GOVT,PHIL,,
362275,1201,D,HISP,HIST,,
362295,1201,D,COMP,ECON,MATH,
362393,1201,D,PSYC,,,DATA-MN
362408,1201,D,PSYC,,,
362448,1201,D,AMST,ENVS,,
362629,1201,D,CIS,NS&B,,CHEM-MN
365421,1201,D,COL,HISP,,
366997,1201,D,COL,HISP,,
367750,1201,D,SISP,,,IDEA-MN
368845,1201,D,COL,ENGL,,
368882,1201,D,COL,HISP,,
898932,1201,D,FGSS,HISP,,
360010,1201,D,FRST,MUSC,,
362257,1201,D,ENVS,GOVT,,FILM-MN
368943,1201,D,COL,FRST,,
355358,1209,A,FILM,PHYS,,
335848,1209,A,COMP,,,
339474,1209,A,MATH,,,
355313,1209,A,ECON,MATH,,CEAS-MN
356428,1209,A,COMP,ECON,MATH,
356441,1209,A,MATH,,,CEAS-MN
360026,1209,A,COMP,MATH,,
362308,1209,A,ECON,,,
362496,1209,A,ECON,THEA,,DATA-MN
368595,1209,A,ENVS,GOVT,,CIVI-MN
356710,1209,B,ECON,,,
367153,1209,B,ECON,,,CEAS-MN
368842,1209,B,ECON,MATH,,
378562,1209,B,,,,
379791,1209,B,,,,
355358,1211,A,PHYS,,,FILM-MN
335848,1211,A,COMP,,,
339474,1211,A,MATH,,,
355313,1211,A,MATH,,,CEAS-MN
356428,1211,A,MATH,,,
356441,1211,A,MATH,,,CEAS-MN
360026,1211,A,COMP,MATH,,
362308,1211,A,ECON,,,
362496,1211,A,ECON,THEA,,DATA-MN
368705,1211,A,PSYC,THEA,,FILM-MN
371713,1219,A,ARCP,CCIV,,ENVS-MN
368803,1219,A,COMP,MUSC,,
368521,1219,A,FGSS,SOC,,
356679,1219,A,COMP,ECON,,
360026,1219,A,COMP,MATH,,
362308,1219,A,ECON,,,
362496,1219,A,ECON,THEA,,DATA-MN
368618,1219,A,MATH,,,"CEAS-MN,ECON-MN"
368796,1219,A,MATH,,,
368948,1219,A,ECON,MATH,,DATA-MN
368817,1219,A,ECON,,,
368717,1219,A,ECON,,,
374749,1219,A,CSS,ECON,,
373324,1219,A,E&ES,,,
368910,1219,A,SOC,,,
365385,1219,B,GOVT,PSYC,,
367119,1219,B,COMP,ECON,,
367136,1219,B,HIST,RELI,,
368523,1219,B,COMP,,,"DATA-MN,IDEA-MN"
371765,1219,B,FILM,HIST,,
371867,1219,B,GOVT,PSYC,,
374636,1219,B,CSS,HIST,,
378424,1219,B,,,,
371904,1219,B,BIOL,GOVT,,
374990,1219,C,CSS,GRST,PHIL,
368873,1219,C,FRST,GOVT,,
373471,1219,C,CSS,FRST,,HIST-MN
367067,1219,D,ARHA,ITST,,
368826,1219,D,ITST,MUSC,,
368894,1219,D,ITST,,,
371912,1219,D,ECON,ENVS,,
366983,1219,D,ECON,,,DATA-MN
368781,1219,D,RMST,,,CEAS-MN
374337,1219,D,HISP,SISP,,
336293,1219,D,FRST,,,FILM-MN
362220,1219,D,PHYS,,,
369387,1219,D,FRST,UNIV,,
374697,1219,D,PSYC,RMST,,
368803,1221,A,COMP,MUSC,,
356679,1221,A,COMP,ECON,,
360026,1221,A,COMP,MATH,,
362308,1221,A,ECON,,,
362496,1221,A,ECON,THEA,,
368618,1221,A,MATH,,,"CEAS-MN,ECON-MN"
368796,1221,A,MATH,,,
368948,1221,A,ECON,MATH,,DATA-MN
374661,1221,A,PSYC,,,FILM-MN
371789,1221,A,FILM,PSYC,,EDST-MN
371851,1221,A,ECON,,,
371950,1221,A,ENVS,PSYC,,
373326,1221,A,COMP,,,
374374,1221,A,PSYC,,,"DATA-MN,IDEA-MN"
374870,1221,A,COMP,,,
375285,1221,A,PHYS,,,IDEA-MN
378449,1221,A,PSYC,,,
368847,1221,A,ENGL,FILM,,
374894,1221,A,ENGL,,,
374935,1221,A,BIOL,FILM,,
373419,1221,A,PSYC,SOC,,
375065,1221,A,GOVT,SISP,,DATA-MN
367092,1221,A,ARST,PSYC,,
373377,1221,A,PSYC,,,
374932,1221,A,GOVT,PSYC,,
374985,1221,A,ARST,ENGL,,
371778,1221,A,ECON,GOVT,,
371855,1221,A,ARST,,,"ARHA-MN,IDEA-MN"
371880,1221,A,ECON,PSYC,,
371928,1221,A,FILM,HIST,,
371938,1221,A,ECON,,,DATA-MN
371957,1221,A,GOVT,,,
371989,1221,A,ARST,,,
373464,1221,A,ECON,PSYC,,DATA-MN
373342,1221,A,CEAS,PHIL,,
371726,1221,A,HIST,,,
371713,1221,A,ARCP,CCIV,,ENVS-MN
371706,1221,B,SOC,,,FILM-MN
373395,1221,B,ENVS,GOVT,,
373442,1221,B,AMST,,,
373463,1221,B,AMST,,,CBST-MN
373465,1221,B,MB&B,,,IDEA-MN
374588,1221,B,MATH,,,
374995,1221,B,FILM,,,
375404,1221,B,,,,
365304,1221,B,ARCP,ENVS,,
368673,1221,B,GOVT,,,FILM-MN
371751,1221,B,GOVT,SOC,,
371808,1221,B,ENGL,,,ARHA-MN
371946,1221,B,NS&B,PSYC,,
371971,1221,B,SISP,,,CEAS-MN
373415,1221,B,CIS,MB&B,,IDEA-MN
373439,1221,B,ECON,,,"DATA-MN,HIST-MN"
373455,1221,B,ARST,E&ES,,CEAS-MN
374339,1221,B,GOVT,PSYC,,CIVI-MN
374645,1221,B,ENGL,,,
374767,1221,B,COMP,ENVS,,
374987,1221,B,ECON,,,
375099,1221,B,BIOL,FILM,,
375282,1221,B,MB&B,SISP,,DANC-MN
375367,1221,B,NS&B,SISP,,IDEA-MN
375408,1221,B,EDST,PSYC,,
373351,1221,B,COL,,,
371740,1221,B,,,,
374778,1221,B,BIOL,E&ES,,PSCI-MN
371902,1221,B,GOVT,,,"EDST-MN,HIST-MN"
375058,1221,B,GOVT,,,
371747,1221,C,GOVT,,,ECON-MN
374984,1221,C,ECON,GOVT,,
374761,1221,C,BIOL,E&ES,,
371794,1221,C,CLST,COL,,CJST-MN
368781,1221,D,RMST,,,CEAS-MN
371711,1221,D,ITST,NS&B,,INFO-MN
371812,1221,D,FILM,RMST,,
371875,1221,D,DANC,ITST,PSYC,
371912,1221,D,ECON,ENVS,,
373362,1221,D,ARST,ITST,,ARHA-MN
374596,1221,D,ANTH,ITST,PSYC,
374934,1221,D,GOVT,PSYC,,DATA-MN
374939,1221,D,GOVT,,,
375102,1221,D,ANTH,SISP,,
373404,1221,D,HISP,SISP,,HIST-MN
374754,1221,D,PHYS,,,
371894,1221,D,GOVT,REES,,
371896,1221,D,BIOL,,,INFO-MN
373345,1221,D,COL,GOVT,,
373476,1221,D,ENGL,GRST,,
374554,1221,D,COL,COMP,,GRST-MN
374764,1221,D,ANTH,COL,,GRST-MN
371698,1221,D,ANTH,,,
371767,1221,D,HISP,SISP,,
371680,1221,D,GOVT,HISP,,
371724,1221,D,PSYC,,,AFAM-MN
371841,1221,D,HISP,NS&B,PSYC,
371973,1221,D,COL,ENGL,,
371980,1221,D,HISP,PSYC,,EDST-MN
373392,1221,D,HISP,MB&B,,INFO-MN
373401,1221,D,FILM,HISP,,
373440,1221,D,PSYC,RMST,,
374322,1221,D,HISP,SOC,,
374597,1221,D,SISP,,,
374623,1221,D,COL,HISP,,
375106,1221,D,PSYC,SISP,,
375470,1221,D,GOVT,HISP,,AFAM-MN
377516,1221,D,FILM,PHYS,,
373354,1221,D,THEA,UNIV,,
374355,1221,D,ECON,FRST,,
374375,1221,D,FRST,HIST,,DATA-MN
374381,1221,D,FRST,NS&B,,IDEA-MN
374564,1221,D,AMST,,,"EDST-MN,ENVS-MN"
374576,1221,D,FRST,UNIV,,
374657,1221,D,FRST,PSYC,,FRST-MN
374809,1221,D,FRST,GOVT,,GLEN-MN
374883,1221,D,GOVT,RMST,,GLEN-MN
375284,1221,D,GOVT,,,ECON-MN
378529,1221,D,FRST,,,
379023,1229,A,ARST,,,
368770,1229,A,ENGL,ENVS,,
371951,1229,A,ECON,GOVT,,
375139,1229,A,GOVT,,,ENVS-MN
377424,1229,A,SOC,,,ECON-MN
371838,1229,A,BIOL,,,
368803,1229,A,COMP,MUSC,,
356679,1229,A,COMP,ECON,,
368618,1229,A,MATH,,,"CEAS-MN,ECON-MN"
368796,1229,A,MATH,,,
368948,1229,A,ECON,MATH,,DATA-MN
374326,1229,A,COMP,,,
374750,1229,A,COMP,,,
378847,1229,A,MATH,PHIL,,
379017,1229,A,COMP,ECON,,CEAS-MN
377393,1229,A,COMP,,,IDEA-MN
379095,1229,A,AMST,,,IDEA-MN
377480,1229,A,ENGL,REES,,
377497,1229,A,ENGL,SOC,,
378732,1229,A,AFAM,ENGL,FGSS,
378826,1229,A,PSYC,SOC,,
379214,1229,A,ENGL,,,
379263,1229,A,PHYS,,,
374534,1229,A,SOC,,,
374586,1229,A,CSS,,,REES-MN
377503,1229,A,CSS,ECON,,
377616,1229,A,AMST,ARST,,ARHA-MN
378451,1229,A,GOVT,SOC,,
379782,1229,A,PHIL,,,
380193,1229,A,PSYC,,,
374932,1229,A,GOVT,PSYC,,
378700,1229,A,ECON,,,
379060,1229,A,FGSS,SOC,,DANC-MN
380173,1229,A,ECON,GOVT,,GLEN-MN
377451,1229,A,CSS,PSYC,,
371857,1229,A,COMP,MATH,,
375023,1229,A,PSYC,,,
368764,1229,A,HIST,,,
373347,1229,A,HIST,PSYC,,EDST-MN
378469,1229,A,PSYC,SOC,,
378695,1229,A,AFAM,ECON,,
379394,1229,A,ECON,MATH,,
377548,1229,A,GOVT,,,DATA-MN
365375,1229,A,ECON,,,HIST-MN
367114,1229,A,COMP,MATH,,
369277,1229,A,ECON,,,HIST-MN
375000,1229,A,FILM,,,
377698,1229,A,FGSS,THEA,,
378557,1229,A,,,,
379280,1229,A,FILM,GOVT,,
379255,1229,A,FILM,,,CEAS-MN
377519,1229,A,FILM,GOVT,,
378516,1229,A,ECON,,,
378549,1229,A,ECON,,,
379118,1229,A,CSS,GOVT,,
377593,1229,A,BIOL,E&ES,,
378524,1229,A,BIOL,SISP,,
377709,1229,A,FGSS,THEA,,
367071,1229,A,PSYC,,,"EDST-MN,ENVS-MN"
378432,1229,A,ECON,ENVS,,
377551,1229,B,GOVT,,,
378770,1229,B,REES,,,
368868,1229,B,COMP,,,
374331,1229,B,COMP,,,
378727,1229,B,CEAS,SISP,,
378849,1229,B,CEAS,ECON,,DATA-MN
373489,1229,B,CSS,,,
377505,1229,B,ECON,PHIL,,
377515,1229,B,GOVT,,,
377552,1229,B,PHIL,,,
377556,1229,B,SOC,,,"DATA-MN,FILM-MN"
377586,1229,B,SOC,,,AFAM-MN
377648,1229,B,AMST,,,
377733,1229,B,SOC,,,EDST-MN
378773,1229,B,SOC,,,
378832,1229,B,ENGL,SOC,,
379022,1229,B,GOVT,SISP,,
379391,1229,B,CSS,FGSS,,
377676,1229,B,ENGL,HIST,,
379192,1229,B,HIST,,,
374668,1229,B,DANC,MATH,,
368793,1229,B,FILM,,,DATA-MN
374544,1229,B,NS&B,SISP,,IDEA-MN
375059,1229,B,RELI,,,
376943,1229,B,BIOL,NS&B,,
377377,1229,B,SOC,,,ENVS-MN
377421,1229,B,FILM,,,GLEN-MN
377432,1229,B,ECON,,,
377447,1229,B,GOVT,SISP,,
377491,1229,B,ECON,,,
377523,1229,B,PSYC,THEA,,
377578,1229,B,CSS,,,
377595,1229,B,PSYC,,,DANC-MN
377612,1229,B,ECON,,,
377632,1229,B,ANTH,,,RELI-MN
377662,1229,B,SOC,THEA,,
377677,1229,B,FILM,SOC,,
377703,1229,B,HIST,SOC,,
377717,1229,B,AMST,PSYC,,AFAM-MN
378452,1229,B,ARST,,,
378477,1229,B,ECON,PSYC,,
378686,1229,B,ARST,,,"ENVS-MN,IDEA-MN"
378714,1229,B,AFAM,SOC,,
378744,1229,B,SISP,,,CHEM-MN
378767,1229,B,PSYC,,,
378786,1229,B,CSS,,,IDEA-MN
378833,1229,B,ENVS,RELI,,CEAS-MN
379088,1229,B,CSS,,,DATA-MN
379113,1229,B,CSS,ECON,,
379149,1229,B,ARST,E&ES,,
379157,1229,B,ECON,,,
379202,1229,B,PSYC,,,
379222,1229,B,PSYC,SISP,,
379249,1229,B,GOVT,PSYC,,
379277,1229,B,COMP,,,IDEA-MN
379405,1229,B,CSS,MUSC,,
379789,1229,B,ARST,,,
380177,1229,B,FILM,,,
380240,1229,B,ENVS,GOVT,,
377472,1229,B,DANC,PSYC,,
379402,1229,B,ENGL,PSYC,,
379418,1229,B,NS&B,PSYC,,CHEM-MN
377727,1229,B,ECON,ENVS,,
377627,1229,B,ARST,,,
368887,1229,B,PSYC,,,
371740,1229,B,RMST,,,GLEN-MN
373483,1229,B,ARST,REES,,
377409,1229,B,SOC,,,
379100,1229,B,FILM,,,
379207,1229,B,ECON,,,
379239,1229,B,ARCP,,,
377482,1229,B,ENVS,GOVT,,
377576,1229,B,PSYC,,,
377587,1229,B,NS&B,PSYC,,
377617,1229,B,PSYC,SISP,,
378843,1229,B,CEAS,EDST,,
377430,1229,C,HIST,,,MEST-MN
379156,1229,C,NS&B,,,MEST-MN
377718,1229,C,,,,
379411,1229,C,CSS,,,
371939,1229,C,ENVS,FRST,,
377400,1229,C,BIOL,NS&B,,
379282,1229,D,ENGL,,,
378496,1229,D,ARHA,ITST,,
378556,1229,D,FILM,ITST,,
379037,1229,D,ENGL,ITST,,
379040,1229,D,CEAS,RMST,,
380199,1229,D,ARHA,ARST,,GLEN-MN
393486,1229,D,,,,
371733,1229,D,AMST,,,FILM-MN
377572,1229,D,GOVT,,,
378842,1229,D,ANTH,HISP,,
380237,1229,D,AMST,,,
374751,1229,D,MB&B,,,CHEM-MN
377736,1229,D,AFAM,HISP,,
379169,1229,D,PHYS,,,IDEA-MN
369389,1229,D,GOVT,,,
371864,1229,D,FILM,HISP,,HIST-MN
374361,1229,D,ENGL,,,FILM-MN
374553,1229,D,HISP,PSYC,,GLEN-MN
374655,1229,D,CSS,HISP,,
377591,1229,D,ENGL,,,
379190,1229,D,GOVT,,,GLEN-MN
379270,1229,D,HISP,PSYC,,
379290,1229,D,ENVS,GOVT,,
379408,1229,D,HIST,,,REES-MN
384573,1229,D,HISP,SISP,,
368691,1229,D,ENGL,,,AFAM-MN
371763,1229,D,AMST,FRST,,FILM-MN
371825,1229,D,CSS,,,
374368,1229,D,BIOL,FRST,,
377413,1229,D,FRST,PSYC,,
377470,1229,D,FILM,,,
377483,1229,D,ENGL,FILM,,
377569,1229,D,FRST,,,
378444,1229,D,ARHA,FRST,,
378534,1229,D,SOC,,,
378724,1229,D,FRST,MUSC,,
379110,1229,D,CSS,GOVT,,
379225,1229,D,RMST,SOC,,
379397,1229,D,FRST,PSYC,,
380180,1229,D,SOC,,,FILM-MN
384417,1229,D,BIOL,,,INFO-MN
379792,1229,D,CEAS,THEA,,
378478,1231,A,EDST,ENGL,,
378694,1231,A,GOVT,,,
379197,1231,A,ENGL,FILM,,DATA-MN
378716,1231,A,FGSS,THEA,,
379063,1231,A,FILM,THEA,,
368803,1231,A,COMP,MUSC,,
378688,1231,A,FGSS,MUSC,,AFST-MN
356679,1231,A,COMP,ECON,,
368618,1231,A,MATH,,,CEAS-MN
368796,1231,A,MATH,,,
368948,1231,A,MATH,,,ECON-MN
374326,1231,A,COMP,,,
374750,1231,A,COMP,,,
371697,1231,A,,,,
378829,1231,A,ECON,GOVT,,CEAS-MN
378847,1231,A,MATH,PHIL,,
379017,1231,A,COMP,ECON,,CEAS-MN
378558,1231,A,ECON,,,HIST-MN
378751,1231,A,GOVT,PSYC,,
379095,1231,A,AMST,,,IDEA-MN
377739,1231,A,ECON,,,DATA-MN
377603,1231,A,NS&B,SISP,,
377645,1231,A,NS&B,,,ECON-MN
378559,1231,A,ECON,,,GLEN-MN
379115,1231,A,ENVS,GOVT,,
379206,1231,A,GOVT,,,
379214,1231,A,ENGL,,,
379288,1231,A,NS&B,PSYC,,DATA-MN
379403,1231,A,ECON,PSYC,,
379131,1231,A,SISP,,,
379245,1231,A,ASTR,CLST,COL,
378700,1231,A,ECON,,,DATA-MN
380173,1231,A,ECON,GOVT,,GLEN-MN
377452,1231,A,BIOL,ENVS,,
374331,1231,A,COMP,,,DATA-MN
377600,1231,A,BIOL,FILM,,
378787,1231,A,NS&B,,,
379166,1231,A,MB&B,SISP,,CHEM-MN
379400,1231,A,COMP,,,"IDEA-MN,PHYS-MN"
379258,1231,A,PSYC,,,
378695,1231,A,AFAM,ECON,,
379394,1231,A,ECON,MATH,,
377418,1231,A,CLST,,,RELI-MN
380179,1231,A,THEA,,,DANC-MN
377647,1231,A,ENGL,,,
378546,1231,A,ECON,PSYC,,
377416,1231,A,HIST,,,ARHA-MN
378441,1231,A,ECON,GOVT,,DATA-MN
378747,1231,A,GOVT,HIST,,
379261,1231,A,CHEM,MB&B,,INFO-MN
379299,1231,A,COMP,GOVT,,
377531,1231,B,COMP,,,
379111,1231,B,COMP,ECON,,
378727,1231,B,CEAS,,,
378830,1231,B,CEAS,ECON,,GLEN-MN
371730,1231,B,AMST,,,DATA-MN
377454,1231,B,ECON,,,DATA-MN
377504,1231,B,ECON,,,DATA-MN
377552,1231,B,PHIL,,,
377648,1231,B,AMST,,,
378427,1231,B,ARHA,,,FILM-MN
378447,1231,B,CEAS,GOVT,,FILM-MN
378693,1231,B,ARHA,ECON,,
378784,1231,B,ENGL,HISP,,
379782,1231,B,PHIL,,,
391032,1231,B,ECON,,,
377515,1231,B,GOVT,,,
377506,1231,B,PSYC,SOC,,
377514,1231,B,BIOL,CHEM,,
377700,1231,B,AMST,,,
377741,1231,B,BIOL,E&ES,,
378515,1231,B,GOVT,SOC,,ARCP-MN
378523,1231,B,MB&B,,,
379012,1231,B,AFAM,PSYC,,CHEM-MN
379163,1231,B,BIOL,ENVS,,IDEA-MN
379227,1231,B,FRST,SOC,,
379230,1231,B,ECON,ENVS,,
377611,1231,B,ECON,,,
378466,1231,B,SOC,,,EDST-MN
378498,1231,B,ECON,PSYC,,
378501,1231,B,ECON,PSYC,,
378541,1231,B,PSYC,SOC,,HRAD-MN
379297,1231,B,AMST,,,"AFAM-MN,FILM-MN"
375029,1231,B,COL,,,EDST-MN
377379,1231,C,HIST,,,MEST-MN
374627,1231,C,ECON,,,"AFST-MN,DATA-MN"
377718,1231,C,FRST,GOVT,,
377589,1231,C,BIOL,,,"CJST-MN,ENVS-MN"
378740,1231,C,CEAS,MATH,,
378472,1231,D,ANTH,HISP,,
371984,1231,D,AMST,,,ENVS-MN
377459,1231,D,RMST,,,RELI-MN
378435,1231,D,ENGL,,,
378993,1231,D,ARHA,FILM,,
379159,1231,D,HIST,SOC,,
379161,1231,D,HIST,,,ECON-MN
394647,1231,D,,,,
394649,1231,D,,,,
394650,1231,D,,,,
394699,1231,D,,,,
371733,1231,D,AMST,ANTH,,FILM-MN
377546,1231,D,ENGL,FGSS,,
377624,1231,D,EDST,LAST,,HRAD-MN
374267,1231,D,GOVT,,,FILM-MN
377435,1231,D,AMST,ECON,,
377438,1231,D,ANTH,,,ARHA-MN
377469,1231,D,HISP,PSYC,,CBST-MN
377512,1231,D,ECON,PSYC,,
377669,1231,D,HISP,PSYC,,EDST-MN
377686,1231,D,ENGL,,,ARHA-MN
378500,1231,D,ECON,GOVT,,
378737,1231,D,ENGL,,,ARHA-MN
378834,1231,D,ECON,PSYC,,
379098,1231,D,CHEM,MB&B,,
379154,1231,D,ECON,HISP,,
379787,1231,D,GOVT,,,
379796,1231,D,HISP,RELI,,GLEN-MN
384900,1231,D,COL,,,
374368,1231,D,BIOL,FRST,,
377411,1231,D,COL,PSYC,,
378488,1231,D,ENGL,FRST,,
378494,1231,D,AMST,COL,,FRST-MN
378508,1231,D,FILM,GOVT,,
378839,1231,D,ARHA,ENGL,,
379108,1231,D,AMST,FRST,,GLEN-MN
379224,1231,D,PSYC,RMST,,GLEN-MN
379401,1231,D,ECON,FRST,,
383467,1231,D,ECON,FRST,,
383346,1239,A,ENGL,FILM,,
382445,1239,A,GOVT,,,
384508,1239,A,BIOL,THEA,,
385218,1239,A,THEA,,,
377466,1239,A,BIOL,,,
382406,1239,A,SOC,,,IDEA-MN
378845,1239,A,MATH,SOC,,
385034,1239,A,COMP,MUSC,,
385133,1239,A,,,,
382465,1239,A,PSYC,,,IDEA-MN
377599,1239,A,NS&B,PSYC,SISP,
382178,1239,A,AMST,,,
382299,1239,A,AMST,,,
382384,1239,A,ENGL,FILM,,
383482,1239,A,CEAS,ECON,,DATA-MN
384780,1239,A,CSS,ENVS,,
383453,1239,A,EDST,PSYC,,
384789,1239,A,GOVT,RELI,,HIST-MN
382366,1239,A,AMST,EDST,,
383331,1239,A,HIST,,,
382407,1239,A,FILM,,,
383492,1239,A,CSS,RELI,,
384846,1239,A,ENGL,,,
385119,1239,A,CSS,,,EDST-MN
371953,1239,A,CEAS,,,
378447,1239,A,CEAS,GOVT,,FILM-MN
382337,1239,A,BIOL,SISP,,
382364,1239,A,SOC,,,
384981,1239,A,COMP,,,
378533,1239,A,ENGL,PSYC,,
384742,1239,A,ANTH,ENGL,,
384821,1239,A,FILM,SOC,,
382233,1239,A,FILM,,,
371821,1239,A,ECON,,,"DATA-MN,IDEA-MN"
377571,1239,A,ENVS,GOVT,,
382158,1239,A,GOVT,PSYC,,
382280,1239,A,ENGL,,,
382340,1239,A,EDST,PSYC,,
382459,1239,A,ENVS,SOC,,
382476,1239,A,PSYC,,,
382487,1239,A,PSYC,,,
384980,1239,A,ASTR,PHYS,,
385029,1239,A,COMP,,,
377626,1239,A,AFAM,,,FILM-MN
382263,1239,A,GOVT,,,
390881,1239,A,CSS,ENVS,,HIST-MN
385154,1239,A,PSYC,,,
377697,1239,B,CSS,,,
378439,1239,B,PSYC,SISP,,DATA-MN
383430,1239,B,FGSS,FILM,,
384965,1239,B,PSYC,,,
384967,1239,B,CSS,,,
384992,1239,B,ANTH,ARST,,
385015,1239,B,ENGL,GOVT,,
385104,1239,B,,,,
385114,1239,B,CSS,,,
390810,1239,B,ENVS,SOC,,
390901,1239,B,ENGL,SOC,,
382208,1239,B,ARHA,ARST,,IDEA-MN
380184,1239,B,FILM,,,
382165,1239,B,PSYC,,,
382197,1239,B,,,,
382214,1239,B,ECON,,,
382265,1239,B,AMST,,,HIST-MN
382279,1239,B,HISP,,,
382290,1239,B,PSYC,,,
382412,1239,B,ECON,PSYC,,
382417,1239,B,BIOL,ECON,,
382421,1239,B,NS&B,PSYC,,
382461,1239,B,FILM,,,HIST-MN
382462,1239,B,PSYC,,,
382469,1239,B,ARST,,,
382482,1239,B,ENVS,FGSS,,
382520,1239,B,ECON,,,
382521,1239,B,E&ES,,,
383377,1239,B,PSYC,,,
383414,1239,B,NS&B,,,
384695,1239,B,SOC,,,
384705,1239,B,AMST,,,ENVS-MN
384735,1239,B,SOC,,,
384748,1239,B,ENGL,SOC,,
384843,1239,B,AMST,,,FILM-MN
384845,1239,B,SOC,,,
385035,1239,B,PSYC,,,
385075,1239,B,COMP,MUSC,,
385144,1239,B,AMST,GOVT,,
385152,1239,B,NS&B,PSYC,,ENVS-MN
385155,1239,B,AMST,,,
385165,1239,B,GOVT,,,
384767,1239,B,EDST,PSYC,,
384859,1239,B,BIOL,FGSS,,
382185,1239,B,AMST,,,CJST-MN
384802,1239,B,CSS,ENVS,,ENVS-MN
382401,1239,B,,,,
383426,1239,C,FRST,,,"EDST-MN,HIST-MN"
388319,1239,D,,,,
378821,1239,D,HIST,ITST,,
382240,1239,D,GOVT,ITST,,
382371,1239,D,ITST,PSYC,,
382478,1239,D,SISP,,,
382479,1239,D,ITST,,,
382503,1239,D,ITST,SOC,,
384863,1239,D,AMST,,,
384996,1239,D,CSS,,,
385081,1239,D,AMST,ARST,ITST,
385087,1239,D,BIOL,,,
385105,1239,D,EDST,RELI,,
385187,1239,D,ECON,MATH,,
377457,1239,D,ENVS,,,
379219,1239,D,GOVT,LAST,,
382196,1239,D,HISP,SOC,,GLEN-MN
382303,1239,D,,,,
382512,1239,D,AMST,GOVT,LAST,
383420,1239,D,ENVS,SOC,,
385039,1239,D,ECON,LAST,,
377680,1239,D,HISP,NS&B,,
384824,1239,D,FILM,LAST,,
384972,1239,D,COMP,,,
378461,1239,D,AMST,THEA,,
382264,1239,D,HIST,LAST,,
382324,1239,D,AMST,,,
382352,1239,D,PHIL,SOC,,
382386,1239,D,HIST,,,
382418,1239,D,AMST,RELI,,
382419,1239,D,RMST,,,
382502,1239,D,NS&B,,,EDST-MN
383445,1239,D,AMST,PSYC,,
383472,1239,D,GOVT,,,DATA-MN
384704,1239,D,HISP,,,
384721,1239,D,,,,
384738,1239,D,ECON,GOVT,,ENVS-MN
384751,1239,D,GOVT,REES,,FILM-MN
384769,1239,D,AMST,,,IDEA-MN
384788,1239,D,ECON,,,
384811,1239,D,SISP,,,
384827,1239,D,LAST,SISP,,
385031,1239,D,AMST,,,
385098,1239,D,CSS,,,
385171,1239,D,CHEM,,,
371944,1239,D,ENGL,,,FILM-MN
378876,1239,D,GOVT,,,
382191,1239,D,FILM,,,
382294,1239,D,ARHA,HIST,,
383347,1239,D,FRST,NS&B,,
383448,1239,D,FRST,,,AFST-MN
383477,1239,D,AMST,FGSS,,
384756,1239,D,FRST,,,FILM-MN
384838,1239,D,ENGL,REES,,
384963,1239,D,GOVT,,,
384974,1239,D,FRST,MDST,RELI,
385124,1239,D,CSS,HIST,,FRST-MN
385161,1239,D,CSS,FRST,,
